Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country_Region,City,State_Province,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit
2880.00,US-2022-103135,24-07-2022,28-07-2022,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,GBC Prepunched Paper 19-Hole for Binding Systems 24-lb,135.09,9.00,0.00,62.14
2881.00,US-2022-103135,24-07-2022,28-07-2022,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,GBC Prepunched Paper 19-Hole for Binding Systems 24-lb,90.06,6.00,0.00,41.43
2882.00,US-2022-103135,24-07-2022,28-07-2022,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14.00,0.00,64.37
2883.00,US-2022-148635,25-07-2022,27-07-2022,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10002213,Furniture,Bookcases,Sauder Forest Hills Library Woodland Oak Finish,704.90,5.00,0.00,56.39
2884.00,US-2022-148635,25-07-2022,27-07-2022,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.57,2.00,0.20,28.08
2885.00,US-2022-154291,25-07-2022,29-07-2022,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,FUR-TA-10002041,Furniture,Tables,Bevis Round Conference Table Top X-Base,358.58,2.00,0.00,39.44
2886.00,US-2022-150161,25-07-2022,29-07-2022,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.18,4.00,0.70,-18.46
2887.00,US-2022-154291,25-07-2022,29-07-2022,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,OFF-EN-10001335,Office Supplies,Envelopes,White Business Envelopes with Contemporary Seam Recycled White Business Envelopes,98.46,9.00,0.00,49.23
2888.00,US-2022-148635,25-07-2022,27-07-2022,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,2.00,0.00,0.47
2889.00,US-2022-148635,25-07-2022,27-07-2022,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,2.00,0.00,6.22
2890.00,US-2022-139248,25-07-2022,30-07-2022,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5.00,0.20,39.00
2891.00,US-2022-127754,26-07-2022,31-07-2022,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Glendale,Arizona,85301,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,266.35,3.00,0.20,13.32
2892.00,US-2022-140200,26-07-2022,28-07-2022,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.17,3.00,0.50,-204.45
2893.00,US-2022-148180,26-07-2022,31-07-2022,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.20,5.00,0.00,25.79
2894.00,US-2022-148180,26-07-2022,31-07-2022,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks 9 1/2"" x 11"" Executive Red",9.14,3.00,0.20,3.09
2895.00,US-2022-148180,26-07-2022,31-07-2022,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,23.14,6.00,0.20,8.39
2896.00,US-2022-136735,26-07-2022,02-08-2022,Standard Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,167.86,2.00,0.00,78.89
2897.00,US-2022-143700,26-07-2022,26-07-2022,Same Day,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"" Ream",10.37,2.00,0.20,3.63
2898.00,US-2022-129553,27-07-2022,02-08-2022,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3.00,0.00,0.30
2899.00,US-2022-164966,30-07-2022,01-08-2022,First Class,GH-14410,Gary Hansen,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10002304,Furniture,Chairs,Global Stack Chair without Arms Black,155.88,6.00,0.00,38.97
2900.00,US-2022-155334,30-07-2022,31-07-2022,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3.00,0.00,2.32
2901.00,US-2022-155334,30-07-2022,31-07-2022,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,3.00,0.20,4.10
2902.00,US-2022-132507,30-07-2022,03-08-2022,Second Class,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.79,4.00,0.20,6.18
2903.00,US-2022-155334,30-07-2022,31-07-2022,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7.00,0.00,92.37
2904.00,US-2022-124891,31-07-2022,31-07-2022,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.78,7.00,0.40,-290.88
2905.00,US-2022-124891,31-07-2022,31-07-2022,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,3.00,0.00,9.33
2906.00,US-2022-111017,31-07-2022,06-08-2022,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",52.59,3.00,0.00,15.78
2907.00,US-2022-124891,31-07-2022,31-07-2022,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7.00,0.00,762.18
2908.00,US-2022-164427,31-07-2022,06-08-2022,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,39401,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,239.70,6.00,0.00,105.47
2909.00,US-2022-153388,01-08-2022,07-08-2022,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.98,6.00,0.20,-175.87
2910.00,US-2022-153388,01-08-2022,07-08-2022,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4.00,0.00,3.36
2911.00,US-2022-122406,02-08-2022,05-08-2022,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,110.98,1.00,0.00,15.54
2912.00,US-2022-112767,02-08-2022,06-08-2022,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Springfield,Oregon,97477,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,277.50,4.00,0.50,-188.70
2913.00,US-2022-147501,02-08-2022,06-08-2022,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.37,2.00,0.20,2.15
2914.00,US-2022-122406,02-08-2022,05-08-2022,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10001307,Office Supplies,Paper,Important Message Pads 50 4-1/4 x 5-1/2 Forms per Pad,8.40,2.00,0.00,4.12
2915.00,US-2022-122406,02-08-2022,05-08-2022,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98,2.00,0.00,83.99
2916.00,US-2022-147501,02-08-2022,06-08-2022,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.40,2.00,0.20,41.88
2917.00,US-2022-122406,02-08-2022,05-08-2022,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3.00,0.00,3.87
2918.00,US-2022-112214,05-08-2022,11-08-2022,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-10002364,Furniture,Furnishings,Eldon Expressions Wood Desk Accessories Oak,14.76,5.00,0.60,-11.44
2919.00,US-2022-112214,05-08-2022,11-08-2022,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.36,1.00,0.80,-2.18
2920.00,US-2022-112214,05-08-2022,11-08-2022,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box 13 1/8""W x 12 1/4""D x 10 1/2""H",33.49,7.00,0.20,-1.26
2921.00,US-2022-112214,05-08-2022,11-08-2022,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,23.04,3.00,0.20,-4.90
2922.00,US-2022-135251,06-08-2022,10-08-2022,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,369.20,3.00,0.32,-114.02
2923.00,US-2022-135251,06-08-2022,10-08-2022,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,6.23,5.00,0.80,-9.66
2924.00,US-2022-135251,06-08-2022,10-08-2022,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,35.52,3.00,0.20,13.32
2925.00,US-2022-135251,06-08-2022,10-08-2022,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,56.70,2.00,0.20,19.14
2926.00,US-2022-160794,06-08-2022,08-08-2022,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.22,3.00,0.20,9.87
2927.00,US-2022-124219,07-08-2022,08-08-2022,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat 45"" x 53"" Lip 25"" x 12""",212.94,3.00,0.00,34.07
2928.00,US-2022-117492,07-08-2022,09-08-2022,First Class,NS-18640,Noel Staavos,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AP-10001492,Office Supplies,Appliances,Acco Six-Outlet Power Strip 4' Cord Length,77.58,9.00,0.00,20.17
2929.00,US-2022-138331,07-08-2022,12-08-2022,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,106.80,10.00,0.20,10.68
2930.00,US-2022-141936,07-08-2022,12-08-2022,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.15,3.00,0.20,6.46
2931.00,US-2022-124219,07-08-2022,08-08-2022,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder White 1""",28.40,4.00,0.00,13.06
2932.00,US-2022-163895,07-08-2022,11-08-2022,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,83704,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder Blue 1""",3.30,1.00,0.20,1.12
2933.00,US-2022-163237,07-08-2022,09-08-2022,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.06,2.00,0.00,11.78
2934.00,US-2022-163237,07-08-2022,09-08-2022,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Springfield,Virginia,22153,South,TEC-PH-10003601,Technology,Phones,Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting Black/Silver,494.97,3.00,0.00,148.49
2935.00,US-2022-168564,08-08-2022,08-08-2022,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.78,1.00,0.20,10.86
2936.00,US-2022-129322,08-08-2022,10-08-2022,Second Class,DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10004336,Office Supplies,Appliances,Conquest 14 Commercial Heavy-Duty Upright Vacuum Collection System Accessory Kit,113.92,2.00,0.00,33.04
2937.00,US-2022-129322,08-08-2022,10-08-2022,Second Class,DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10004587,Office Supplies,Art,Boston 1827 Commercial Additional Cutter Drive Gear & Gear Rack for 1606,39.66,2.00,0.00,11.90
2938.00,US-2022-129322,08-08-2022,10-08-2022,Second Class,DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,447.86,7.00,0.00,210.49
2939.00,US-2022-168564,08-08-2022,08-08-2022,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28,2.00,0.20,2.73
2940.00,US-2022-168564,08-08-2022,08-08-2022,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder Blue 1""",6.61,2.00,0.20,2.23
2941.00,US-2022-127544,08-08-2022,12-08-2022,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Utica,New York,13501,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1.00,0.00,28.80
2942.00,CA-2022-129322,08-08-2022,10-08-2022,Second Class,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-AP-10004336,Office Supplies,Appliances,Conquest 14 Commercial Heavy-Duty Upright Vacuum Collection System Accessory Kit,7.28,2.00,0.20,2.73
2943.00,CA-2022-129322,08-08-2022,10-08-2022,Second Class,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-AR-10004587,Office Supplies,Art,Boston 1827 Commercial Additional Cutter Drive Gear & Gear Rack for 1606,6.61,2.00,0.20,2.23
2944.00,CA-2022-129322,08-08-2022,10-08-2022,Second Class,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,144.78,1.00,0.20,10.86
2945.00,US-2022-103954,09-08-2022,13-08-2022,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.40,5.00,0.00,48.12
2946.00,US-2022-128013,09-08-2022,16-08-2022,Standard Class,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3.00,0.00,4.41
2947.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2.00,0.00,2.96
2948.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3.00,0.00,18.35
2949.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,382.81,9.00,0.40,-153.12
2950.00,US-2022-163055,09-08-2022,16-08-2022,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5.00,0.00,136.94
2951.00,US-2022-163055,09-08-2022,16-08-2022,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,Sanford Uni-Blazer View Highlighters Chisel Tip Yellow,2.20,1.00,0.00,0.97
2952.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.57,2.00,0.20,456.59
2953.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000992,Office Supplies,Fasteners,Acco Clips to Go Binder Clips 24 Clips in Two Sizes,10.65,3.00,0.00,5.01
2954.00,US-2022-155453,09-08-2022,14-08-2022,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.61,2.00,0.20,1.67
2955.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,143.70,3.00,0.00,68.98
2956.00,US-2022-128013,09-08-2022,16-08-2022,Standard Class,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,3.00,0.00,69.18
2957.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000642,Office Supplies,Storage,Tennsco Lockers Gray,41.96,2.00,0.00,2.94
2958.00,US-2022-163055,09-08-2022,16-08-2022,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1.00,0.00,0.22
2959.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.80,4.00,0.00,34.69
2960.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5.00,0.00,274.39
2961.00,US-2022-131338,09-08-2022,12-08-2022,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2.00,0.00,89.31
2962.00,US-2022-156496,10-08-2022,16-08-2022,Standard Class,WB-21850,William Brown,Consumer,United States,Redmond,Oregon,97756,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,133.47,4.00,0.20,15.02
2963.00,US-2022-130022,10-08-2022,16-08-2022,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3.00,0.00,12.51
2964.00,US-2022-121699,10-08-2022,14-08-2022,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,64.75,5.00,0.00,29.14
2965.00,US-2022-130022,10-08-2022,16-08-2022,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.40,4.00,0.00,19.87
2966.00,US-2022-130022,10-08-2022,16-08-2022,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75,1.00,0.00,1.80
2967.00,US-2022-156496,10-08-2022,16-08-2022,Standard Class,WB-21850,William Brown,Consumer,United States,Redmond,Oregon,97756,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.37,4.00,0.20,38.36
2968.00,US-2022-156496,10-08-2022,16-08-2022,Standard Class,WB-21850,William Brown,Consumer,United States,Redmond,Oregon,97756,West,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,139.94,7.00,0.20,-31.49
2969.00,US-2022-119634,11-08-2022,16-08-2022,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.15,3.00,0.20,12.11
2970.00,US-2022-156797,11-08-2022,15-08-2022,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,11.96,2.00,0.00,3.11
2971.00,US-2022-156797,11-08-2022,15-08-2022,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138.00,2.00,0.00,34.50
2972.00,US-2022-148495,13-08-2022,13-08-2022,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,Pomona,California,91767,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3.00,0.00,10.41
2973.00,US-2022-133396,13-08-2022,15-08-2022,First Class,GK-14620,Grace Kelly,Corporate,United States,Greensboro,North Carolina,27405,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,64.68,7.00,0.20,8.09
2974.00,US-2022-112014,13-08-2022,20-08-2022,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Yucaipa,California,92399,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,50.80,5.00,0.00,13.21
2975.00,US-2022-150441,13-08-2022,17-08-2022,Second Class,RA-19285,Ralph Arnett,Consumer,United States,Richmond,Indiana,47374,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,11.36,4.00,0.00,5.57
2976.00,US-2022-120516,13-08-2022,17-08-2022,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Marietta,Georgia,30062,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3.00,0.00,2.71
2977.00,US-2022-169656,13-08-2022,16-08-2022,First Class,EJ-13720,Ed Jacobs,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,422.86,3.00,0.20,15.86
2978.00,US-2022-142454,15-08-2022,19-08-2022,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,7.00,0.00,28.14
2979.00,US-2022-162369,15-08-2022,19-08-2022,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.10,2.00,0.00,61.39
2980.00,US-2022-142454,15-08-2022,19-08-2022,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3.00,0.00,18.97
2981.00,US-2022-164238,16-08-2022,20-08-2022,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,301.47,3.00,0.50,-205.00
2982.00,US-2022-126753,16-08-2022,20-08-2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat Rectangular Shaped",254.35,3.00,0.20,0.00
2983.00,US-2022-128090,16-08-2022,22-08-2022,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.30,1.00,0.20,0.26
2984.00,US-2022-126753,16-08-2022,20-08-2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3.76,3.00,0.70,-2.76
2985.00,US-2022-126753,16-08-2022,20-08-2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.72,2.00,0.70,-1.91
2986.00,US-2022-128090,16-08-2022,22-08-2022,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2.00,0.20,1.76
2987.00,US-2022-126753,16-08-2022,20-08-2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,10.27,3.00,0.20,3.21
2988.00,US-2022-128090,16-08-2022,22-08-2022,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,313.02,8.00,0.20,105.65
